worker_id,external_id,judgments_count,missed_count,golds_count,forgiven_count,channel,country,region,city,last_ip,flagged_at,rejected_at,bonus,flag_reason,trust_overall,submission_rate,level_2_contributors
20233732,F1A831A410D670F9BD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
20298753,3A64DEA14AA7AE6C6964A2442E880D82,249,6,38,1,neodev,SRB,00,Belgrade,178.148.210.33,,,0,,0.8421,213,1.0
20404755,5777915,205,4,36,0,clixsense,IRL,"","",86.46.206.56,,,0,,0.8889,487,1.0
20422110,607F45FE2F39E1E6DD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
20492264,B44FC10D0EE186B5044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
20684778,5822768,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
20841624,5819720,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
21014327,18,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
21184246,B6F3E9751086548C24750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
21383719,217548,31,1,12,0,tremorgames,TUR,68,Ankara,78.168.154.145,,,0,,0.9167,465,1.0
21408115,5934406,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
21417560,8955412,0,0,0,0,prodege,,,,,,,0,,1.0,0,1.0
21467491,mzglover68,0,0,0,0,instagc,,,,,,,0,,1.0,0,1.0
21514852,2677016,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
21807494,251070,8,3,8,0,tremorgames,POL,78,Ostroleka,178.235.91.12,,,0,,0.625,480,1.0
22167513,453256D952ECA5EB044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
22192177,vancaiengxiuwen,0,0,0,0,instagc,,,,,,,0,,1.0,0,1.0
22202375,558855CC969DCA65BD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
22429869,5087E7B77DA2C8CF6964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
22504531,6129446,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
23144069,6162746,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
23568167,368625,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0
23701081,6190021,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
23952683,6099140,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
24039979,6209889,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
24053725,8C32D22A9B28339C0DD4E15F98F7C799,16,3,9,0,neodev,MKD,41,Shkup,46.217.160.83,,,0,,0.6667,480,1.0
24395996,17445,0,0,0,0,eup_slw,,,,,,,0,,1.0,0,1.0
24426949,2161485,8,1,8,0,clixsense,PHL,"","",112.198.99.70,,,0,,0.875,0,1.0
25411252,613,8,3,8,0,elite,IND,07,Delhi,116.202.34.8,,,0,,0.625,0,1.0
25437208,739,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
25756390,2F414B85D984620F6964A2442E880D82,16,2,9,0,neodev,IND,16,Mumbai,101.57.206.128,,,0,,0.7778,480,1.0
25895703,10588687,0,0,0,0,prodege,,,,,,,0,,1.0,0,1.0
25913894,1946,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
25922045,6339154,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
26024737,United976,8,2,8,0,instagc,GBR,H2,Preston,2.100.216.236,,,0,,0.75,480,1.0
26052897,7650AC085F4503D92BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
26068994,83D1C8EF3C500543DD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
26232919,0287EA6FC4DF7F0CDD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
26603936,102762,0,0,0,0,gifthunterclub,,,,,,,0,,1.0,0,1.0
26941773,6410811,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
27009321,5902,222,1,32,1,elite,GRC,"","",78.87.106.49,,,0,,0.9688,222,1.0
27099113,6420829,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
27122921,6424044,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
27226593,6431463,8,2,8,0,clixsense,ITA,14,Magomadas,82.85.178.88,,,0,,0.75,0,1.0
27416379,CF53538F194CAD74DD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
27423910,6440903,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
27467297,4880179,8,3,8,0,clixsense,MAR,47,Marrakech,41.251.10.107,,,0,,0.625,480,1.0
27471043,B019451AE9367D2941A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
27770533,785BEBAF20225682BD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
27790533,EA43CD70F276ACEB6964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
27807666,F14A61AB4CD920D00FA9E28369487118,16,0,8,1,neodev,PRT,14,Loures,81.84.52.103,,,0,,1.0,480,1.0
27885443,6489389,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
28203300,4A94BF0B26E4BFA7BD9CE4BD64DFB8C1,8,3,8,0,neodev,IND,16,Mumbai,183.87.33.151,,,0,,0.625,0,1.0
28245184,7DBF1ADA37662FB793CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
28282475,13444,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
28316699,13845,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
28321838,13922,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
28375885,A371173AF7A08CC893CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
28420204,14770,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
28422289,14775,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
28524232,mr3cho,197,2,32,1,instagc,CAN,ON,Scarborough,99.244.116.246,,,0,,0.9375,165,1.0
28539034,699015,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0
28584099,E1A9CF3720AF586F0FA9E28369487118,55,1,14,0,neodev,VEN,07,Valencia,190.142.11.55,,,0,,0.9286,471,1.0
28853816,5781410,0,0,0,0,prizerebel,,,,,,,0,,1.0,0,1.0
28959546,19174,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
29001605,19497,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
29039866,6647443,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
29114061,6658318,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
29226888,E555FC31E10E2F79044935D48A84480F,8,3,8,0,neodev,IND,02,Hyderabad,115.98.16.186,,,0,,0.625,0,1.0
29285263,E05BAC05899BFA5124750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
29325954,6689393,56,1,14,0,clixsense,PHL,F2,Quezon City,125.212.125.142,,,0,,0.9286,480,1.0
29355601,6694450,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
29439445,C20B38C757A18D116964A2442E880D82,16,2,9,0,neodev,GRC,"","",176.92.191.52,,,0,,0.7778,480,1.0
29454527,5B783094F6AC936DBD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
29472223,FF84EA80AB88DDB8044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
29533882,56458C844050F8A7044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
29604191,3B490783C07D9F6E0FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
29662139,70DB148233FBDAC70DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
29673168,C3C58545FD504FDEDD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
29710319,F554F34615DD029341A29D4352C72707,8,3,8,0,neodev,IND,07,Delhi,27.97.117.114,,,0,,0.625,480,1.0
29849805,11319076,8,0,8,0,prodege,GBR,Z1,Swansea,82.1.37.235,,,0,,1.0,480,1.0
29872651,3897056,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
29969742,9BC6DEAD94C7234E044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
30007034,6807170,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
30051877,EC38045A6641BFC10FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
30077894,6828847,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
30128662,34440,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
30188905,35347,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
30248842,4969712,8,6,8,0,clixsense,TUR,34,Istanbul,92.45.240.182,,,0,,0.25,0,1.0
30314203,70A2D142064787D72BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
30330246,5E541B9DA468924841A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
30367752,6895461,250,5,40,0,clixsense,TUR,34,Istanbul,195.155.161.57,,,0,,0.875,549,1.0
30394474,2361788,24,3,10,0,clixsense,UKR,17,Odessa,78.26.147.14,,,0,,0.7,480,1.0
30443223,349ECB9D15AA78A50FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
30553383,6942602,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
30666873,A1353373394295E6BD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
30685823,BE2E18AF347E63520DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
30814661,7013479,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
30836245,7018523,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
30841384,7DFAA8BC1BA0EAC20DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
30874334,45058,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
30954324,7049033,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31035666,7070271,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31039900,47855,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
31045882,47923,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
31051255,1BBDF4BC1389339441A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31110645,48673,8,3,8,0,elite,IND,19,Bangalore,14.99.128.66,,,0,,0.625,480,1.0
31121717,7093157,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31126046,7094899,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31184650,Misstawny67,16,2,9,0,instagc,USA,IA,Des Moines,63.224.185.59,,,0,,0.7778,480,1.0
31191229,701096CDCD0BB35841A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31192634,1086982,0,0,0,0,tremorgames,,,,,,,0,,1.0,0,1.0
31222228,7120177,142,3,27,1,clixsense,IND,02,Hyderabad,183.82.192.203,,,0,,0.8889,140,1.0
31253281,02B3BE61E6F212766964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31293498,7138202,8,0,8,0,clixsense,BGR,42,Sofia,87.120.74.96,,,0,,1.0,480,1.0
31318366,7140702,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31367123,959B78810A7E3CAEDD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31371260,34388E9F6EC04306DD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31372011,7157239,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31403204,2F5170E57DA2133BBD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31463401,88087AC7EC60CAA993CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31486164,F2307A3276E5C2D0BD9CE4BD64DFB8C1,8,7,8,0,neodev,EGY,11,Cairo,41.36.191.162,,,0,,0.125,0,1.0
31501498,9BCA42CD0F22D3B741A29D4352C72707,8,0,6,1,neodev,URY,10,Montevideo,167.57.205.46,,,0,,1.0,0,1.0
31505865,92DC6F708862EA0F24750D543524A854,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31508978,FC6106D21BC7AC646964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31558499,7205323,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31580375,7075468,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31586637,2B3A23360163C8BD6964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31614185,7219654,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31623508,7222732,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31644398,7228675,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31650636,93E9D0DF2C67CD390DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31662254,7233320,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31675834,7236069,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31686757,56832,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
31691066,966DAF90AF8091E7BD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31739974,57308,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
31771354,7F001858E56589630DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31791015,7269797,24,3,10,0,clixsense,MAR,45,Casablanca,196.206.201.209,,,0,,0.7,480,1.0
31805771,7274506,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31806791,59292,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
31822324,7279833,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31830313,7281617,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31839548,C843620B85FA90E56964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31839588,7284029,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
31858799,60043,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
31904877,40C22FEA98D9301141A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31944238,61219,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
31950278,6FE00BF001AD910E044935D48A84480F,155,3,25,1,neodev,VEN,"","",200.90.111.58,,,0,,0.88,155,1.0
31969726,6E7F564E2A73C85341A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
31983808,B4EA7B304C6EDF010DD4E15F98F7C799,8,3,8,0,neodev,SRB,00,Nis,178.17.29.61,,,0,,0.625,0,1.0
32017340,3451838,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32024543,B3595F08C16DA54D0DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32027812,A4F5D85CB6972C10DD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32029584,EEDF7896DFD0C50493CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32035862,AFA7AFF8B95F99A493CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32050425,7344986,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32059792,7347750,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32070389,258207,0,0,0,0,gifthunterclub,,,,,,,0,,1.0,0,1.0
32084861,1C0EAE72D7FA66192BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32123974,7365494,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32145508,7371307,8,2,8,0,clixsense,BIH,01,Sarajevo,185.13.242.248,,,0,,0.75,480,1.0
32148461,7371877,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32175836,7378536,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32181103,7378073,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32189412,7382604,48,3,13,0,clixsense,IND,09,Ahmedabad,116.203.74.213,,,0,,0.7692,480,1.0
32207547,BE1ECD1284410BBF2BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32253492,63844,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
32254163,7401278,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32264293,63922,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
32268807,63959,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
32295487,7412970,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32297675,7414010,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32333519,277332,0,0,0,0,gifthunterclub,,,,,,,0,,1.0,0,1.0
32346135,7C6D30A1FA0F41A70FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32375111,808689292C55B5A7044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32387530,069477C761C74680044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32399087,7F389A03C6F70E3D0DD4E15F98F7C799,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32455372,7460687,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32462208,5857C5E73D9C0F3CBD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32471798,7466068,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32472823,3843716,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32511095,7477653,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32518192,1BC053F6EA8821042BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32528254,66255,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
32578633,B6A78FC20B2EFE79DD6A67EA287D2489,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32600856,E168E9E468BA983493CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32625583,70E1F442FE86383493CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32646304,7519931,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32647256,7519172,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32651366,7515092,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32658463,7523687,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32664120,7C5D36BDC43A444F2BFA95FAD8D0CB36,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32666365,14F86CC7F7B0FA6A93CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32675520,AC13602FA0B5442E93CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32678045,8000000001273852077,8,3,8,0,superrewards,MKD,41,Skopje,46.217.54.41,,,0,,0.625,480,1.0
32708868,18549A0A0751FF09044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32729198,F8BE8DD3675199DA93CA06397A287A80,56,0,13,0,neodev,COL,34,Bogotá,190.84.150.109,,,0,,1.0,480,1.0
32731875,7549244,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32791987,7569893,8,2,7,1,clixsense,TUR,34,Istanbul,88.240.116.212,,,0,,0.7143,480,1.0
32831816,69246,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
32833698,7580845,8,2,8,0,clixsense,ESP,56,Prat Del Llobregat,91.126.232.24,,,0,,0.75,480,1.0
32851954,BE705C80112149EFBD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32852540,7586385,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32857671,7587959,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32863796,E0C8F7396D951A510FA9E28369487118,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32864680,7593539,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32865164,BC6B3F5970C01B8BBD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32891606,7603754,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32909484,7609758,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32920316,B79FA795152E275E93CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32927303,93710384B6DA91AB044935D48A84480F,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
32928254,7616495,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
32931223,5119B26E5E88D6756964A2442E880D82,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
